scientificName,accessRights,datasetName,ownerInstitutionCode,basisOfREcord,countryCode,geodeticDatum,kingdom,eventDate,year,locality,localityLatitude,LocalityLongitude,municipality,recordedBy,sex,lifestage,occurrenceID,georeferenceRemarks,decimalLongitude,decimalLatitude
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,6/5/1937,1937,,,,Waarschoot,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:305,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:306,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus annulipes,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:307,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:308,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/5/1943,1943,,,,Destelbergen,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:309,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/4/1937,1937,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:310,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/4/1937,1937,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:311,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,20/4/1937,1937,,,,Destelbergen,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:312,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,20/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:313,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/5/1936,1936,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:314,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,27/5/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:315,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,28/4/1937,1937,,,,Waarschoot,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:316,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/5/1946,1946,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:317,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/5/1946,1946,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:318,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,3/5/1937,1937,,,,Waarschoot,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:319,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,4/6/1947,1947,"Knokke, Duinen",,,Knokke-Heist,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:320,centroid of respective UTM square given,3.251229494419811,51.33851408667626
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:321,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/5/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:322,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus cantans,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/5/1937,1937,,,,Waarschoot,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:323,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Ochlerotatus caspius,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/8/1951,1951,,,,Zeebrugge,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:324,centroid of respective UTM square given,3.1794504191719826,51.33864604809004
Ochlerotatus caspius,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/8/1951,1951,,,,Zeebrugge,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:325,centroid of respective UTM square given,3.1794504191719826,51.33864604809004
Ochlerotatus communis,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,9/5/1947,1947,Schelderode,,,Merelbeke,,Female,Adult,RBINS:modirisk:collection:326,centroid of respective UTM square given,3.747817782074576,50.976699647716295
Ochlerotatus detritus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/6/1926,1926,"Knokke, Het Zwin",,,Knokke-Heist,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:327,centroid of respective UTM square given,3.251229494419811,51.33851408667626
Ochlerotatus detritus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/9/1925,1925,Knokke,,,Knokke-Heist,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:328,centroid of respective UTM square given,3.251229494419811,51.33851408667626
Ochlerotatus detritus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/9/1925,1925,Knokke,,,Knokke-Heist,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:329,centroid of respective UTM square given,3.251229494419811,51.33851408667626
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/6/1955,1955,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:330,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/6/1955,1955,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:332,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/6/1955,1955,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:333,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/5/1952,1952,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:334,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/5/1955,1955,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:335,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,19/5/1952,1952,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:336,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,2/6/1955,1955,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:337,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,20/5/1952,1952,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:338,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,21/7/1951,1951,Torgny,,,Rouvroy,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:339,centroid of respective UTM square given,5.521229315316793,49.512632060712804
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,24/7/1947,1947,Falaén,,,Onhaye,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:340,centroid of respective UTM square given,4.858337802986495,50.24478665425539
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/5/1955,1955,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:341,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/5/1955,1955,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:342,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,26/5/1958,1958,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:343,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,28/5/1958,1958,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:344,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,28/5/1958,1958,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:345,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,28/7/1950,1950,Ethe,,,Virton,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:346,centroid of respective UTM square given,5.5949906104220455,49.600962091625235
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,29/5/1958,1958,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:347,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus geniculatus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,8/6/1955,1955,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:348,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,10/4/1937,1937,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:349,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/4/1937,1937,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:350,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,11/4/1939,1939,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:351,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,12/4/1918,1918,Sint-Amandsberg,,,Gent,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:352,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,13/4/1939,1939,,,,Destelbergen,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:353,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/4/1937,1937,,,,Destelbergen,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:354,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/4/1918,1918,Sint-Amandsberg,,,Gent,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:355,centroid of respective UTM square given,3.7492658563690693,51.06661661343593
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,20/4/1939,1939,,,,Melle,Maurice E. M. Goetghebuer,Female,Adult,RBINS:modirisk:collection:356,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,27/4/1937,1937,,,,Waarschoot,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:357,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,28/4/1937,1937,,,,Waarschoot,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:358,centroid of respective UTM square given,3.6077366709859398,51.157362451328524
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,5/5/1917,1917,,,,Destelbergen,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:359,centroid of respective UTM square given,3.8206169257590403,51.06613746522118
Ochlerotatus punctor,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,7/5/1942,1942,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:360,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/5/1920,1920,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:361,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,14/5/1920,1920,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:362,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/4/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:363,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,16/4/1939,1939,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:364,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/4/1937,1937,,,,Melle,Michel Bequaert,Female,Adult,RBINS:modirisk:collection:365,centroid of respective UTM square given,3.819822943242225,51.02117992362911
Ochlerotatus rusticus,http://www.inbo.be/en/norms-for-data-use,MODIRISK:RBINS Diptera: Culicidae Collection,RBINS,PreservedSpecimen,BE,WGS84,Animalia,17/4/1937,1937,,,,Melle,Michel Bequaert,Male,Adult,RBINS:modirisk:collection:366,centroid of respective UTM square given,3.819822943242225,51.02117992362911
